丶	dot		
失	lose	lose, slip	lose
鉄	iron	iron	iron
迭	transfer / alternate	alternate	transfer
臣	retainer	retainer	retainer
姫	princess	daughter of noble birth	princess
蔵	storehouse	store	warehouse
臓	entrails	internal organ	entrails
賢	intelligent	wise	intelligent
堅	strict	firm	strict
臨	look to	be present at	look to
覧	perusal	look over	perusal
巨	gigantic	huge	gigantic
拒	repel	refuse	repel
力	power	power	power
男	male / man	man	male
労	labor	labor	labour
募	recruit	raise	recruit
劣	inferiority	inferior	inferiority
功	achievement	merit	achievement
勧	persuade	urge	persuade
努	toil	exert	toil
励	encourage	encourage	encourage
加	add	add	add
賀	congratulations	congratulate	congratulations
架	erect	lay across	rack
脇	armpit		aside
脅	threaten	threaten	threaten
協	co-	cooperate	cooperation
行	going	go, act, line	go
律	rhythm	law, rhythm	law
復	restore	return to	again
得	gain	acquire, gain	acquire
従	accompany	follow	obey
徒	junior	follower	junior
待	wait	wait	wait
往	journey	go on	outward journey
征	subjugate	conquer	subjugate
径	diameter	path, diameter	diameter
彼	he	third person pronoun	he
役	duty	service	service
徳	benevolence	virtue	benevolence
徹	penetrate	go through	penetrate
徴	indications	levy, symptom	indications
懲	penal	chastise	penal
微	delicate	slight	delicate
街	boulevard	city quarter	street
衡	equilibrium	balance	equilibrium
稿	draft	manuscript	draft
稼	earnings	work	earnings
程	extent	extent, established form	extent
税	tax	tax	tax
稚	immature	childish	immature
和	harmony	harmonious, peace, Japan	peace
移	shift	shift	shift
秒	second	second	second (part of time)
秋	autumn	autumn	autumn
愁	distress	melancholy	distress
私	private	private, I	me
秩	regularity	order	regularity
秘	secret	secret	secret
称	appellation	appellation	appellation
利	profit	advantage, profit	profit
梨	pear tree	pear	pear tree
穫	harvest	harvest	harvest
穂	ear (of a plant)	spike	ear
稲	rice plant	rice plant	rice plant
香	incense	sweet smell	incense
季	seasons	season	seasons
委	committee	commit	committee
秀	excel	excellent	excel
透	transparent	pass through, transparent	transparent
誘	entice	induce	entice
穀	cereals	cereal	cereals
菌	germ	bacteria	germ
米	rice	rice, America	rice
粉	flour	powder	flour
粘	sticky	sticky	sticky
粒	grains	grain	grains
粧	cosmetics	apply makeup	cosmetics
迷	astray	perplexed	astray
粋	chic	refined	chic
糧	provisions	food provisions	provisions
菊	chrysanthemum	chrysanthemum	chrysanthemum
奥	core	inner part	heart
数	number	number	number
楼	watchtower	tall building	watchtower
類	sort	kind	sort
漆	lacquer	lacquer	lacquer
様	Esq.	mode, formal title	formal title
求	request	seek	request
球	ball	ball	sphere
救	salvation	save	salvation
竹	bamboo	bamboo	bamboo
笑	laugh	laugh	laugh
笠	bamboo hat		
笹	bamboo grass	bamboo grass	
筋	muscle	muscle, threadlike structure	muscle
箱	box 	box	box
筆	writing brush	brush, writing	writing brush
筒	cylinder	tube	cylinder
等	etc.	equal, class	class
算	calculate	calculate	calculate
答	solution	answer	answer
策	scheme	scheme, measure	scheme
簿	register	record book	register
築	fabricate	construct	fabricate
人	person	human being	person
佐	assistant	assist, field officer	help
但	however	provided that	however
住	dwell	live	dwelling
位	rank	rank	rank
仲	go-between	intermediary, personal relations	relationship
体	body	body, form	body
悠	permanence / remote	leisurely	permanence
件	affair	matter	affair
仕	attend	serve, do	do
他	other	other	other
伏	prostrated	prostrated	prostrated
伝	transmit	transmit	transmit
仏	buddha	buddha, France	Buddha
休	rest	rest	rest
仮	sham / provisional	temporary	temporary
伯	chief	older sibling of parent, chief	chief
俗	vulgar	popular	vulgar
信	faith	believe,  message	trust
佳	excellent	fine	excellent
依	reliant	depend on	reliant
例	example	example	example
個	individual	individual, general counter	individual
健	healthy	robust	healthy
側	side	side	side
侍	waiter	attend upon,  samurai	waiter
停	halt	halt	halt
値	price	value	value
倣	emulate	copy after	emulate
倒	overthrow	topple	overthrow
偵	spy	spy	spy
僧	buddhist priest	bonze	Buddhist priest
億	hundred million	hundred million	hundred million
儀	ceremony	ceremony	ceremony
償	reparation	recompense	reparation
仙	hermit	immortal mountain fairy	hermit
催	sponsor	hold an event, press for	sponsor
仁	humanity	benevolence	humanity
侮	scorn	insult	scorn
使	use	use,   envoy	use
便	convenience	convenient,  post,  excreta	convenience
倍	double	times, double	double
優	tenderness	superior, actor	superior
伐	fell	cut down	fell
宿	inn	lodge	inn
傷	wound	wound	wound
保	protect	preserve	preserve
褒	praise	commend	praise
傑	greatness	outstanding person	greatness
付	adhere	attach	attach
符	token	symbol	token
府	borough / municipality	urban prefecture	urban prefecture
任	responsibility	office, leave to	responsibility
賃	fare	wage, charges	fare
代	substitute	substitute, generation, charge	substitute
袋	sack	bag	sack
貸	lend	lend	lend
化	change	change into	change
花	flower	flower	flower
貨	freight	money, goods	freight
傾	lean	incline	lean
何	what	what, how many	what
荷	baggage	load	luggage
俊	sagacious	brilliant person	genius
傍	bystander	beside	bystander
久	long time	of long duration	long time
畝	furrow	se	furrow
囚	captured	prisoner	captured
内	inside	inside	inside
丙	third class	third	third class
柄	design	character, handle	design
肉	meat	flesh	meat
腐	rot	rot	rot
座	squat / sit	seat, sit	sit
卒	graduate	graduate	graduate
傘	umbrella	umbrella	umbrella
匁	monme	monme	
以	by means of	to the…of, by means of	by means of
似	becoming / similar	resemble	becoming
併	join	together	join
瓦	tile		tile
瓶	flower pot	bottle	flower pot
宮	shinto shrine	royal palace, shinto shrine	Shinto shrine
営	occupation	manage, barracks	manage
善	virtuous	good	good
年	year	year	year
夜	night	night	night
液	fluid	liquid	fluid
塚	hillock	mound	hillock
幣	cash	currency	cash
弊	abuse	evil practice	abuse
喚	yell	call	yell
換	interchange	exchange	interchange
融	dissolve	fuse	dissolve
施	alms	carry out	carry out
旋	rotation	gyrate	rotation
遊	play	play	play
旅	trip	travel	trip
勿	not		
物	thing	thing	thing
易	easy	easy, exchange	easy
賜	grant	deign to give	grant
尿	urine	urine	urine
尼	nun	buddhist nun	nun
泥	mud	mud	mud
塀	fence	fence	fence
履	footgear	fulfill	footgear
屋	roof	house, small shop	roof
握	grip	grasp	grip
屈	yield	bend	yield
掘	dig	dig	dig
堀	ditch  (moat)	ditch	ditch
居	reside	reside	reside
据	set	install	set
層	stratum	stratum	stratum
局	bureau	bureau, limited part	office
遅	slow	slow, late	slow
漏	leak	leak	leak
刷	printing	print	printing
尺	shaku	shaku	shaku
尽	exhaust	exhaust	exhaust
沢	swamp	marsh	swamp
訳	translate	translate, sense	translate
択	choose	select	choose
昼	daytime	daytime	daytime
戸	door	door, household	door
肩	shoulder	shoulder	shoulder
房	tassel	chamber	tassel
扇	fan	fan	fan
炉	hearth	furnace	hearth
戻	re-	return	re-
涙	tears	tear	tears
雇	employ	employ	employ
顧	look back	look back	look back
啓	disclose	enlighten	disclose
示	show	show	indicate
礼	salute / salutation	etiquette, rite	thanks
祥	auspicious	auspicious	auspicious
祝	celebrate	celebrate	celebrate
福	blessing	fortune	luck
祉	welfare	blessedness	welfare
社	company	company, society	company
視	inspection	regard	look at
奈	nara	phonetic (na)	what
尉	military officer	company officer	military officer
慰	consolation	console	consolation
款	goodwill	article	goodwill
禁	prohibition	prohibit	prohibition
襟	collar	collar	collar
宗	religion	religious sect	religion
崇	adore	reverence	adore
祭	ritual	festival	festival
察	guess	inspect, guess	guess
擦	grate	rub	grate
由	wherefore	reason	reason
抽	pluck	draw out	pluck
油	oil	oil	oil
袖	sleeve	sleeve	sleeve
宙	mid-air	space, midair	mid-air
届	deliver	deliver, reach	deliver
笛	flute	flute	flute
軸	axis	axle, axis	axis
甲	armor	shell, first	armor
押	push	push	push
岬	headland	cape	headland
挿	insert	insert	insert
申	speaketh	report, speak humbly	say
伸	expand	stretch	to lengthen
神	gods	god, mind	god
捜	search	look for	search
果	fruit	fruit	fruit
菓	candy / confectionary	confectionery	confectionery
課	chapter	section, lesson	section
裸	naked	naked	naked
斤	axe	catty	axe
析	chop	analyze	chop
所	place	place, particle of nominalization	place
祈	pray	pray	pray
近	near	near, recent	near
折	fold	break off, fold	fold
哲	philosophy	sagacious, philosophy	philosophy
逝	departed	depart this life	departed
誓	vow	vow	vow
暫	temporarily	short while	temporarily
漸	steadily	gradually	steadily
断	severance	cut off, resolve	cut off
質	substance	quality, matter	quality
斥	reject	expel	reject
訴	accusation	appeal to, sue	sue
昨	yesterday	yesterday, last	previous
詐	lie	swindle	lie
作	make	make, work	make
雪	snow	snow	snow
録	record	record	record
尋	inquire	inquire	inquire
急	hurry	urgent, hurry, sudden	hurry
穏	calm	calm, mild	calm
侵	encroach	invade	encroach
浸	immersed	soak	immersed
寝	lie down	go to sleep	lie down
婦	lady	adult woman	lady
掃	sweep	sweep	sweep
当	hit	the present, hit	hit
争	contend	contend	conflict
浄	clean	clean	clean
事	matter	affair, abstract thing	abstract thing
唐	T’ang	Tang dynasty	T'ang
糖	sugar	sugar	sugar
康	ease / sane	healthy	health
逮	apprehend	catch a criminal	apprehend
伊	italy	phonetic i, Italy	
君	old boy	ruler, familiar title, you	you
群	flock	group	flock
耐	proof	withstand	resistant
需	demand	demand	demand
儒	confucian	confucianism	Confucian
端	edge	end	edge
両	both	both	both
満	full	full	full
画	brush-stroke	picture, draw up a plan	tableau
歯	tooth	tooth	tooth
曲	bend	musical composition, curve	musical composition
曹	cadet	sergeant	cadet
遭	encounter	meet with	encounter
漕	rowing		
槽	vat	tank	vat
斗	big dipper	dipper, to	Big Dipper
料	fee	fee, materials	fee
科	department	subject of study	section
図	map	drawing	diagram
用	utilize	employ, things to do	use
庸	commonplace / comfortable	mediocre	commonplace
備	equip	provide	provide
昔	once upon a time	former times	long ago
錯	confused	mixed up	confused
借	borrow	borrow	borrow
惜	pity	regret	pity
措	set aside	dispose	set aside
散	scatter	scatter	scatter
廿	twenty		
庶	commoner	manifold	commoner
遮	intercept	interrupt	intercept
席	seat	seat	seat
度	degrees	degree, time	degrees
渡	transit	cross	transit
奔	bustle	rush	bustle
噴	erupt	spout	erupt
墳	tomb	tumulus	tomb
憤	aroused	indignation	aroused
焼	bake	burn	bake
暁	daybreak	dawn	daybreak
半	half	half	half
伴	consort	accompany	consort
畔	paddy-ridge	waterside	paddy-ridge
判	judgement	judge	judge
券	ticket	ticket, certificate	ticket
巻	scroll	roll up, volume	scroll
圏	sphere	sphere	sphere
勝	victory	win, excel	win
藤	wisteria	wisteria	wisteria
謄	mimeograph / facsimile	transcribe	mimeograph
片	one-sided	fragment, one of two	one-sided
版	printing block	printing plate, publishing	printing block
之	of	possessive particle	
乏	destitution	scanty	scarce
芝	turf	lawn grass	turf
不	negative	not	non-
否	negate	say no, or not	negate
杯	cupfuls	cup	counter for cupfuls
矢	dart	arrow	arrow
矯	rectify	rectify	rectify
族	tribe	family	tribe
知	know	know	know
智	wisdom	wisdom	
矛	halberd	halberd	halberd
柔	tender	soft	tender
務	task	duty	duty
霧	fog	fog	fog
班	squad	squad	squad
帰	homecoming	return	to return
弓	bow	bow	bow (archery, violin)
引	pull	draw	pull
弔	condolences	condole	condolences
弘	vast	disseminate	
強	strong	strong	strong
弱	weak	weak	weak
沸	seethe	boil	seethe
費	expense	expense	expense
第	no.	ordinal number prefix	ordinal number prefix
弟	younger brother	younger brother	younger brother
巧	adroit	skillful	adroit
号	nickname	number, designation, sign	number
朽	decay	decay	decay
誇	boast	boast	boast
汚	dirty	dirty	dirty
与	bestow	give	give
写	copy	copy	copy
身	somebody	body, one’s person	body
射	shoot	shoot	shoot
謝	apologize	thank, apologise	apologize
老	old man	old	old man
考	consider	think	think
孝	filial piety	filial piety	filial piety
教	teach	teach, religion	teach
拷	torture	torture	torture
者	someone	person	someone
煮	boil	boil	boil
著	renowned	author, conspicuous	renowned
署	signature	public-service station	government office
暑	sultry	summer heat, hot	hot
諸	various	various	various
猪	boar	wild boar	
渚	strand	strand	
賭	gamble		gamble
峡	gorge	gorge	gorge
狭	cramped	narrow	cramped
挟	sandwiched	hold between	pinch
追	chase	chase	follow
師	expert	master	expert
帥	commander	commander in chief	commander
官	bureaucrat	government, government official	government official
棺	coffin	coffin	coffin
管	pipe	pipe, exercise control	pipe
父	father	father	father
交	mingle	intercourse, interchange	mix
効	merit	effect	effect
較	contrast	compare	contrast
校	exam	school, collate	school
足	leg	foot, suffice	foot
促	stimulate	hasten	stimulate
距	long-distance	distance	long-distance
路	path	road	road
露	dew	dew, expose	dew
跳	hop	jump	hop
躍	leap	leap	leap
践	tread	implement	tread
踏	step	tread	step
骨	skeleton	bone	bone
滑	slippery	slide, smooth	slippery
髄	marrow	marrow	marrow
禍	calamity	calamity	calamity
渦	whirlpool	whirlpool	whirlpool
過	overdo	pass by, exceed	go beyond
阪	heights	osaka	heights
阿	africa	phonetic (a)	
際	occasion	verge, occasion	occasion
障	hinder	hindrance	hurt
随	follow	follow	follow
陪	obeisance / auxiliary	accompany a superior	obeisance
陽	sunshine	sun	sunshine
陳	exhibit / line up	set forth	exhibit
防	ward off	prevent	prevent
附	affixed	attach	affixed
院	Inst.	institution	institution
陣	camp	battle formation, camp	camp
隊	regiment	party	group
墜	crash	drop down	crash
降	descend	descend	descend
階	storey	floor, rank	floor of a building
陛	highness	imperial palace steps	highness
隣	neighbouring	neighbor	neighboring
隔	isolate	apart	isolate
隠	conceal	hide	conceal
堕	degenerate	degenerate	degenerate
陥	collapse	fall in	collapse
穴	hole	hole	hole
空	empty	sky, air, empty	sky
控	withdraw	hold back	withdraw
突	stab	dash, thrust	stab
究	research	study exhaustively	research
窒	plug up	choke, nitrogen	plug up
窃	stealth	steal	stealth
窪	depression		
搾	squeeze	squeeze	squeeze
窯	kiln	kiln	kiln
窮	hard up	be in extremity	hard up
探	grope	probe, search	grope
深	deep	deep	deep
丘	hill	hill	hill
岳	point	high mountain	point
兵	soldier	soldier	soldier
浜	seacoast	beach	seacoast
糸	thread	thread	thread
織	weave	weave	weave
繕	darning	mend	darning
縮	shrink	shrink	shrink
繁	luxuriant	thrive	luxuriant
縦	vertical	vertical	vertical
線	line	line	line
締	tighten	conclude, tighten	tighten
維	fiber	fiber	fiber
羅	gauze	phonetic (ra)	gauze
練	practice	train	practice
緒	thong	outset	thong
続	continue	continue	continue
絵	picture	picture	picture
統	overall	unite, interconnected system	unite
絞	strangle	strangle, wring	strangle
給	salary	supply, pay	salary
絡	entwine	interlink, entwine	entwine
結	tie	tie, conclude	tie
終	end	end	end
級	class	grade	rank
紀	chronicle	era	chronicle
紅	crimson	crimson	deep red
納	settlement	pay, accept, put away	settlement
紡	spinning	spin	spinning
紛	distract	confused	distract
紹	introduce	introduce	introduce
経	sutra	pass through, manage	manage
紳	sire	gentleman	sire
約	promise	promise, contract, approximately	promise
細	dainty	slender, minute	thin
累	accumulate	cumulate	accumulate
索	cord	search for	cord
総	general	total, general	whole
綿	cotton	cotton	cotton
絹	silk	silk	silk
繰	winding	reel, shift onward	winding
継	inherit	succeed	inherit
緑	green	green	green
縁	affinity	relation, edge	affinity
網	netting	net	netting
緊	tense	tighten, exigent	tense
紫	purple	purple	purple
縛	truss	bind	truss
縄	straw rope	rope	straw rope
幼	infancy	very young	infancy
後	behind	after	behind
幽	seclude / faint	quiet and secluded	seclude
幾	how many	how many, some	how many
機	mechanism	machine, aircraft, opportunity	machine
玄	mysterious	profound	mysterious
畜	livestock	livestock	livestock
蓄	amass	store up	amass
弦	bowstring	string	bowstring
擁	hug	support	embrace
滋	nourishing	nourish	nourishing
慈	mercy	affectionate	mercy
磁	magnet	magnetism	magnet
系	lineage	system, lineage	lineage
係	person in charge	connect,  person in charge	person in charge
孫	grandchild	grandchild	grandchild
懸	suspend	suspend	suspend
却	instead	eliminate	instead
脚	skids / shins	leg	leg
卸	wholesale	wholesale	wholesale
御	honorable	general honorific term	honorable
服	clothing	clothes, submit	clothes
命	fate	order, life	fate
令	orders	command	orders
零	zero	zero	zero
齢	age	age	age
冷	cool	cold	cool
領	jurisdiction	territory	territory
鈴	small bell	bell	small bell
勇	courage	brave	courage
通	traffic	pass, communicate	pass through
踊	jump	dance	jump
疑	doubt	doubt	doubt
擬	mimic	imitate	mimic
凝	congeal	congeal	congeal
範	pattern	model	pattern
犯	crime	offense	crime
厄	unlucky	misfortune	unlucky
危	dangerous	dangerous	dangerous
宛	address	address	allocate
腕	arm	arm	arm
苑	garden	imperial garden	
怨	grudge		grudge
柳	willow	willow	willow
卵	egg	egg	egg
留	detain	keep, stay	detain
貿	trade	trade	trade
印	stamp	mark, seal	mark
興	entertain	rise to prosperity, amusement	entertain
酉	sign of the bird	the bird	
酒	sake	alcoholic drink	alcoholic drink
酌	bartending	pour wine	bartending
酵	fermentation	ferment	fermentation
酷	cruel	severe	cruel
酬	repay	reciprocate	repay
酪	dairy products	dairy products	dairy products
酢	vinegar	vinegar	vinegar
酔	drunk	become intoxicated	drunk
配	distribute	distribute	distribute
酸	acid	acid, oxygen	acid
猶	furthermore / waver	delay	furthermore
尊	revered	honor	revered
豆	beans	bean	beans
頭	head	head	head
短	short	short	short
豊	bountiful	plentiful	bountiful
鼓	drum	drum	drum
喜	rejoice	happy	rejoice
樹	timber-trees	standing tree	trees
皿	dish	plate	dish
血	blood	blood	blood
盆	basin	tray, bon festival	basin
盟	alliance	alliance	alliance
盗	steal	steal	steal
温	warm	warm	warm
監	oversee	oversee	oversee
濫	overflow	excessive	excessive
鑑	specimen	appraise, reference volume	specimen
猛	fierce	fierce	fierce
盛	boom	prosperous	prosper
塩	salt	salt	salt
銀	silver	silver	silver
恨	regret / resentment	hold a grudge	rancor
根	root	root	root
即	instant	immediate	instant
爵	baron	rank of nobility	baron
節	node	joint, season of the year	node
退	retreat	retreat	retreat
限	limit	limit	limit
眼	eyeball	eye	eyeball
良	good	good	good
朗	melodious	cheerful, clear	melodious
浪	wandering	billow, wander	wandering
娘	daughter	daughter, girl	daughter
食	eat	eat, food	eat, meal
飯	meal	cooked rice, meal	meal
飲	drink	drink	drink
飢	hungry	starve	hungry
餓	starve	starved	starve
飾	decorate	decorate	decorate
館	bldg.	public building	public building
養	foster	foster	foster
飽	sated	satiated	sated
既	previously	already	previously
概	outline	general	outline
慨	rue	deplore	rue
平	even	flat, calm	flat
呼	call	call	call
坪	two-mat area	tsubo	two-mat area
評	evaluate	comment	evaluate
刈	reap	clip	reap
希	hope	rare, aspire	hope
凶	villain	bad luck, atrocious	villain
胸	bosom	chest	bosom
離	detach	separate	detach
殺	kill	kill	kill
純	genuine	pure	genuine
鈍	dull	dull	dull
辛	spicy	pungent, hard	spicy
辞	resign	word, resign	resign
梓	catalpa	catalpa	
宰	superintend	preside	superintend
壁	wall	wall	wall
避	evade	avoid	evade
新	new	new	new
薪	fuel / firewood	firewood	fuel
親	parent	parents, relatives, intimate	parent
幸	happiness	good fortune, happiness	happiness
執	tenacious	execute, seize	tenacious
報	report	inform, requite	report
叫	shout	shout	shout
糾	twist	inquire into	twist
収	income	take in	take in
卑	lowly	mean	lowly
碑	tombstone	monument	tombstone
陸	land	land	land
睦	intimate	friendly	harmonious
勢	forces	power	power
熱	heat	heat, hot	heat
菱	diamond		
陵	mausoleum	imperial mausoleum	mausoleum
亥	sign of the hog	the boar	
核	nucleus	nucleus	nucleus
刻	engrave	engrave, point of time	engrave
該	above-stated	correspond to	above-stated
劾	censure	expose crimes	censure
述	mention	state	mention
術	art	practical art	art
寒	cold	cold	cold
醸	brew	brew	brew
譲	defer	cede	defer
壌	lot	arable soil	lot
嬢	lass	young lady	lass
毒	poison	poison	poison
素	elementary	element, plain	elementary
麦	barley	wheat	wheat
青	blue	blue, green	blue
精	refined	refine, essence, spirit	refined
請	solicit	request	solicit
情	feelings	emotion, actual conditions	feelings
晴	clear up	fine weather	clear up
清	pure	clear	pure
静	quiet	quiet	quiet
責	blame	responsibility, blame	blame
績	exploits	achievements 	exploits
積	volume	accumulate	accumulate
債	bond	debt, bond	bond
漬	pickling	pickle	pickling
表	surface	express, surface, table	express
俵	bag	straw sack	bag
潔	undefiled	immaculate	undefiled
契	pledge	make an agreement	pledge
喫	consume	injest	consume
害	harm	harm	harm
轄	control	exercise jurisdiction over	control
割	proportion	divide	divide
憲	constitution	constitution	constitution
生	life	life, be born, student	life
星	star	star	star
姓	surname	surname	surname
性	sex	nature, sex, -ity	gender
牲	animal sacrifice	sacrifice	animal sacrifice
産	products	give birth, produce	give birth
隆	hump	prosper	hump
峰	summit	peak	summit
縫	sew	sew	sew
拝	worship	worship, humbly	worship
寿	longevity	longevity, congratulations	longevity
鋳	casting	cast	casting
籍	enroll	register	enroll
春	springtime	spring	springtime
椿	camellia		
泰	peaceful	tranquil	peaceful
奏	play music	play music	play music
実	reality	real	truth
奉	observance / dedicate	dedicate	observance
俸	stipend	salary	salary
棒	rod	rod	rod
謹	discreet	respectfully	discreet
勤	diligence	service	diligence
漢	sino	Chinese, fellow	China
嘆	sigh	sigh	sigh
難	difficult	difficult, disaster	difficult
華	splendor	magnificent, China	splendor
垂	droop	hang down	droop
睡	drowsy	sleep	drowsy
錘	spindle	spindle	
乗	ride	ride, get on	ride
剰	surplus	surplus	surplus
今	now	present, this	now
含	include	contain	include
吟	versify	recite	versify
念	wish	thoughts	thought
琴	harp	koto	harp
陰	shade	shade	shade
予	beforehand	in advance	in advance
序	preface	introductory part, order	preface
預	deposit	deposit	deposit
野	plains	field	field
兼	concurrently	concurrently	concurrently
嫌	dislike	dislike	dislike
鎌	sickle	sickle	sickle
謙	self-effacing	humble	self-effacing
廉	bargain	incorrupt, cheap	bargain
西	West	west	west
価	value	price, value	value
要	need	important, summarize, require	need
腰	loins	waist	loins
票	ballot	vote, slip	ballot
漂	drift	drift	drift
標	signpost	mark	signpost
栗	chestnut	chestnut	
遷	transition	transfer	transition
覆	capsize	cover, overturn	capsize
煙	smoke	smoke	smoke
南	south	south	south
楠	camphor tree	camphor tree	
献	offering	offer	offering
門	gates	gate	gates
問	question	question	question
閲	review	review	review
閥	clique	clique	clique
間	interval	interval, between	interval
簡	simplicity	simple	simplicity
開	open	open	open
閉	closed	close	closed
閣	tower	tall magnificent building, cabinet	tall
閑	leisure	leisure, quiet	leisure
聞	hear	hear	hear
潤	wet	moist	wet
欄	column	column	column
闘	fight	fight	fight
倉	godown	storehouse	warehouse
創	genesis	create	create
非	un-	is not	negative
俳	haiku	haiku	haiku
排	repudiate	exclude, discharge	repudiate
悲	sad	sad	sad
罪	guilt	crime	guilt
輩	comrade	fellow	comrade
扉	front door	hinged door	front door
侯	marquis	feudal lord	marquis
候	climate	season, seasonal weather	climate
決	decide	decide	decide
快	cheerful	pleasant	cheerful
偉	admirable	great	admirable
違	difference	differ, violate	differ
緯	horizontal	latitude	horizontal
衛	defence	guard	defense
韓	korea	South Korea	Korea
干	dry	dry	dry
肝	liver	liver	liver
刊	publish	publish	publish
汗	sweat	sweat	sweat
軒	flats	eaves, counter for houses	flats
岸	beach	shore	beach
幹	tree trunk	trunk	tree-trunk
芋	potato	potato	potato
宇	eaves	universe	eaves
余	too much	remaining, excess	leave over
除	exclude	rid of	exclude
徐	gradually	slowly	gradually
叙	confer	describe	confer
途	route	way	route
斜	diagonal	oblique	diagonal
塗	paint	apply on a surface	paint
束	bundle	tie up, bundle	bundle
頼	trust	rely on, ask	trust
瀬	rapids	shallows	rapids
勅	imperial order	imperial decree	imperial order
疎	alienate	sparse, estrange	alienate
速	quick	quick	fast
整	organise	put in order	put in order
剣	sabre / saber	sword	sabre
険	precipitous	danger, steep	precipitous
検	examination	examine	examine
倹	frugal	frugal	frugal
重	heavy	heavy, duplicate	heavy
動	move	move	move
勲	meritorious deed	meritorious service	meritorious deed
働	work	work	work
種	species	variety, seed	kind
衝	collide	collide	collide
薫	fragrant	balmy	fragrant
病	ill	illness	sick
痴	stupid	stupid	stupid
痘	pox	smallpox	pox
症	symptoms	pathological condition	symptoms
疾	rapidly	disease	rapidly
痢	diarrhea	diarrhea	diarrhea
疲	exhausted / tired	tired	exhausted
疫	epidemic	epidemic	epidemic
痛	pain	pain	pain
癖	mannerism	habit	mannerism
匿	hide	conceal	hide
匠	artisan	craftsman	artisan
医	doctor	medicine, doctor	medicine
匹	equal	counter for animals	equal
区	ward	distict, ward	ward
枢	hinge	pivot	hinge
殴	assault	beat	assault
欧	europe	Europe	Europe
抑	repress	suppress	repress
仰	face up	look up	face-up
迎	welcome	welcome	welcome
登	ascend	climb	climb
澄	lucidity	limpid	lucidity
発	discharge	start, emit	departure
廃	abolish	abolish, waste	abolish
僚	colleague	colleague	colleague
寮	dormitory	dormitory	dormitory
療	heal	treat	heal
彫	carve	carve	carve
形	shape	shape	shape
影	shadow	shadow	shadow
杉	cedar	cryptomeria	cedar
彩	coloring	beautiful coloring	coloring
彰	patent	proclaim merits	patent
彦	lad	male name element	
顔	face	face	face
